"CountryName"	"CountryCode"	"Adolescent fertility rate (births per 1,000 women ages 15-19)"	"Age dependency ratio (% of working-age population)"	"Age dependency ratio, old (% of working-age population)"	"Age dependency ratio, young (% of working-age population)"	"Business extent of disclosure index (0=less disclosure to 10=more disclosure)"	"Cost of business start-up procedures (% of GNI per capita)"	"Cost to export (US$ per container)"	"Cost to import (US$ per container)"	"Depth of credit information index (0=low to 8=high)"	"Diabetes prevalence (% of population ages 20 to 79)"	"Distance to frontier score (0=lowest performance to 100=frontier)"	"Documents to export (number)"	"Documents to import (number)"	"Ease of doing business index (1=most business-friendly regulations)"	"Fixed broadband subscriptions"	"Fixed telephone subscriptions"	"Fixed telephone subscriptions (per 100 people)"	"Foreign direct investment, net inflows (% of GDP)"	"Foreign direct investment, net inflows (BoP, current US$)"	"GDP at market prices (current US$)"	"GDP growth (annual %)"	"GDP per capita (current US$)"	"GDP per capita growth (annual %)"	"Immunization, DPT (% of children ages 12-23 months)"	"Immunization, measles (% of children ages 12-23 months)"	"Improved sanitation facilities (% of population with access)"	"Improved sanitation facilities, rural (% of rural population with access)"	"Improved sanitation facilities, urban (% of urban population with access)"	"Improved water source (% of population with access)"	"Improved water source, rural (% of rural population with access)"	"Improved water source, urban (% of urban population with access)"	"Incidence of tuberculosis (per 100,000 people)"	"Internet users (per 100 people)"	"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"	"Labor force, female (% of total labor force)"	"Labor force, total"	"Land area (sq. km)"	"Lifetime risk of maternal death (%)"	"Lifetime risk of maternal death (1 in: rate varies by country)"	"Maternal mortality ratio (modeled estimate, per 100,000 live births)"	"Merchandise exports (current US$)"	"Merchandise exports by the reporting economy (current US$)"	"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"	"Merchandise exports to high-income economies (% of total merchandise exports)"	"Merchandise imports (current US$)"	"Merchandise imports by the reporting economy (current US$)"	"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"	"Merchandise imports from high-income economies (% of total merchandise imports)"	"Mobile cellular subscriptions"	"Mobile cellular subscriptions (per 100 people)"	"Mortality rate, infant (per 1,000 live births)"	"Mortality rate, neonatal (per 1,000 live births)"	"Mortality rate, under-5 (per 1,000)"	"Number of maternal deaths"	"Population ages 65 and above (% of total)"	"Population density (people per sq. km of land area)"	"Population growth (annual %)"	"Population, ages 0-14 (% of total)"	"Population, ages 15-64 (% of total)"	"Population, female (% of total)"	"Population, total"	"Private credit bureau coverage (% of adults)"	"Procedures to build a warehouse (number)"	"Procedures to register property (number)"	"Proportion of seats held by women in national parliaments (%)"	"Public credit registry coverage (% of adults)"	"Ratio of female to male labor force participation rate (%) (modeled ILO estimate)"	"Refugee population by country or territory of asylum"	"Refugee population by country or territory of origin"	"Rural population"	"Rural population (% of total population)"	"Rural population growth (annual %)"	"Secure Internet servers"	"Secure Internet servers (per 1 million people)"	"Start-up procedures to register a business (number)"	"Strength of legal rights index (0=weak to 12=strong)"	"Surface area (sq. km)"	"Tax payments (number)"	"Time required to build a warehouse (days)"	"Time required to enforce a contract (days)"	"Time required to get electricity (days)"	"Time required to register property (days)"	"Time required to start a business (days)"	"Time to export (days)"	"Time to import (days)"	"Time to prepare and pay taxes (hours)"	"Total tax rate (% of commercial profits)"	"Tuberculosis case detection rate (%, all forms)"	"Urban population"	"Urban population (% of total)"	"Urban population growth (annual %)"
"Oman"	"OMN"	8.5776	30.9599177152439	3.31507153388295	27.644846181361	8	2.4	765	700	6	14.49	63.67	7	8	77	177063	375196	9.55550145014939	0.902997697991784	738621586.475943	81796618985.6957	2.89420554420494	19309.6124499023	-5.10075611090201	99	99	96.7	94.7	97.3	93.4	86.1	95.5	9.6	70.22	25.3999996185303	58.7999992370605	47.5999984741211	30.8999996185303	29.2999992370605	85.1999969482422	83.1999969482422	68.5	66.3000030517578	13.4112970161763	2215647	309500	0.0565004825987592	1800	18	48465499664.1611	53849338454	2.18432666244617	41.0694888556367	3.0717e+10	36682968777	-4.50045852196319e-09	74.173121347562	6194169	157.753256596473	10	5.3	11.6	14	2.53136348259715	13.6867754442649	8.08855915954617	21.1093948924672	76.3592416249356	34.2387744074265	4236057	0	12	2	1.2	20.6	35.2163465285795	151	29	966753	22.822	6.01138927133781	336	79.3190459901743	5	1	309500	14	157	598	62	16	7	10	9	68	22.9	88	3269304	77.178	8.71114867099669
"Pakistan"	"PAK"	39.156	65.7820972741374	7.44515941643617	58.3369378577013	6	9.6	765	1005	3	7.93	51.62	8	8	136	2008684	4897814	2.64556613770583	0.729789436281673	1.778e+09	243631917866.478	4.73835494419686	1316.61410969738	2.55825824325215	73	63	61.8	49	82.3	91.3	89.6	94	270	13.8	22.1000003814697	67.1999969482422	45.2999992370605	25.8999996185303	24.7999992370605	85.9000015258789	83	56.5999984741211	54.5	22.2573032353082	65361409	770880	0.727696048656367	140	184	24713820000	26965607127	1.84152699167929	59.9113307948844	47635500000	58962136786	0.534320834246049	53.8411527503784	135762031	73.3321910549828	67.4	46.6	83.3	10000	4.4909308899168	240.042919779992	2.10343724180588	35.1889249906371	60.3201441194461	48.626325051723	185044286	4.5	10	6	20.7	7.3	29.8795171530849	1505525	315759	114166773	61.697	1.38797766404816	342	1.84820621805096	10	3	796100	47	250.4	993.2	178.3	50	19	20.7	18.4	594	32.6	62	70877513	38.303	3.26674473488944
"Panama"	"PAN"	75.3262	53.6557419449165	11.437247245048	42.2184946998685	4	6.4	665	1030	8	8.54	65.75	3	3	66	310065	588397	14.9871230817391	11.2822044204394	5213800000	46212600000	6.16170491607963	11948.8511416186	4.4639015936871	80	90	74.5	57.2	83.2	94.4	87.8	97.7	46	44.92	33.2999992370605	63.2999992370605	48.5999984741211	53.4000015258789	49.0999984741211	86.099998474121	81.6999969482422	70	65.5	37.6110859823329	1837203	74340	0.247799720921378	400	97	1.323e+10	810720342	3.92646222758772	58.6114287977247	2.095e+10	13592488305	25.9103581034863	47.4165505783748	6205238	158.054282495466	15.1	9.9	17.6	73	7.44342326572351	52.0249529190207	1.61218773355267	27.4760280126747	65.0805487216017	49.8499690371257	3867535	63	16	7	19.3	0	60.097919593836	2271	89	1303669	33.708	0.731998818625284	451	116.611743655843	5	7	75420	52	98	686	35	22.5	6	10	9	417	37.2	81	2563866	66.292	2.06273317272777
"Papua New Guinea"	"PNG"	55.251	68.0739378077674	4.98030581552119	63.0936319922462	4	19.4	1335	1350	0	6.33	50.67	7	9	141	13200	145100	1.940849436632	-0.17951534952702	-30389394.5888189	16928577232.4693	8.5339018016779	2268.1587169891	6.28409510048851	62	65	18.9	13.3	56.4	40	32.8	88	417	9.38	58.5999984741211	56.7000007629395	57.5999984741211	71.6999969482422	70.4000015258789	74.599998474121	74	73.1999969482422	72.1999969482422	48.2557030577338	3365826	452860	0.838158379376727	120	220	5.67e+09	14181615699	34.3017975481507	52.6858321906312	4e+09	6215329326	1.30533551433988	72.405873360906	3358900	44.9284574273138	45.7	24.9	59.1	470	2.96316364124066	16.4809808770923	2.09469317848676	37.5392120962911	59.4976242624682	48.9879584547731	7463577	3.6	17	4	2.7	0	95.1351371971337	4929	288	6494432	87.015	2.08550265165715	80	10.7187210636401	6	3	462840	32	217	591	66	72	53	23	30	207	39.3	84	969145	12.985	2.15630251826905
"Paraguay"	"PRY"	57.9838	57.3038730375781	9.21494479915573	48.0889282384223	6	40	1850	2275	8	7	60.25	7	9	95	169625	371902	5.37618724701229	1.69441526927982	523250000	30880859579.5054	4.72233374488668	4712.82331151253	3.33431314526227	87	90	87.8	76.5	95.5	96.6	92.1	99.7	43	43	46.5999984741211	73.599998474121	60.2999992370605	58.9000015258789	55.9000015258789	88.099998474121	84.8000030517578	73.599998474121	70.4000015258789	39.1809986030772	3202754	397300	0.380226409042291	260	134	9.656e+09	9652957978	0.079394409645901	50.4405478931631	12168600000	12428838007	0.00976254094966235	39.8361022680598	7305277	105.604533030992	18.1	11.4	21.2	190	5.85805334682026	16.4926201862572	1.33429161062361	30.570721057157	63.5712255960228	49.2479379682742	6552518	45.5	12	6	15	22.8	65.9198107478372	153	94	2659274	40.584	0.739772852511517	158	24.1128677555712	7	2	406752	20	120	591	67	46	35	29	30	378	35	80	3893244	59.416	1.74241790939224
"Peru"	"PER"	49.6782	53.5002250232271	10.2481341359467	43.2520908872804	9	9.2	890	1010	8	6.54	71.37	5	7	45	1766373	3032536	9.85579125431679	3.89174867626907	7884539123.8287	202596307719.116	2.35025371037918	6541.03056360677	1.00305878255256	88	89	75.4	51.6	82	86.3	68.2	91.3	120	40.2	55.2999992370605	67.3000030517578	61.4000015258789	69.599998474121	68.4000015258789	86.9000015258789	84.4000015258789	78.3000030517578	76.3000030517578	45.258195864867	16973529	1280000	0.181445018440015	550	70	39326405329	38105519122	0.535184014544126	61.6383876645301	4.2346e+10	46580644861	0.145170090928943	52.64177359496	31666244	102.915807321747	13.6	8.6	17.5	430	6.67629909623652	24.197771875	1.32499895965774	28.1772166006503	65.1464843031131	50.0460237364313	30973148	100	14	4	22.3	33.5	81.0426543711684	1303	4343	6725819	21.715	-0.187800651455383	869	28.0565604761905	6	8	1285220	9	174	426	67	6.5	26	12	17	293	35.9	81	24247329	78.285	1.74871175039467
"Philippines"	"PHL"	60.7682	58.0280925824134	7.09979199440847	50.9283005880049	2	16.6	755	915	5	6.71	59.94	6	7	97	23241748	3093236	3.09025402847268	2.177977340091	6202380555.72512	284777093019.065	6.13234304368882	2872.51216471657	4.45478539790732	79	88	73.2	69.8	77.5	91.5	89.7	93.6	288	39.69	36.9000015258789	57.7000007629395	47.5	52.7999992370605	51.0999984741211	81.3000030517578	79.599998474121	67.099998474121	65.1999969482422	39.2160523172948	43807158	298170	0.365501939962105	270	117	6.1809e+10	61796188932	0.470214134596141	76.1058628255409	67092270000	70976037526	0.00629021815759556	65.4272525423653	111326045	111.218723380687	22.8	12.9	28.8	2700	4.49274042253332	332.490492001207	1.59325324844282	32.2273715741049	63.2798880033618	49.504879477427	99138690	11.3	24	9	27.3	0	64.1959792131583	222	668	55033870	55.512	1.85480023185522	1084	10.9341771613081	16	3	3e+05	36	98	842	42	35	34	15	15	193	42.5	85	44104820	44.488	1.26785208191634
"Poland"	"POL"	13.664	42.6566186042516	21.4243566630883	21.2322619411633	7	12.9	1050	1025	8	5.63	75.38	5	4	28	9108000	5035800	13.1756369866331	3.16991929483909	1.7275e+10	544966555714.059	3.33404885709557	14342.9127072835	3.45552688574205	99	98	97.2	96.7	97.5	98.3	96.9	99.3	21	66.6	29.5	39.2999992370605	34.5	60.5	48.9000015258789	74.1999969482422	64.9000015258789	67.3000030517578	56.5	45.1320266754698	18272368	306210	0.00464138659178217	21500	3	216653374200	2.08786e+11	0.287722548446735	88.3421743795082	218069688050	2.10891e+11	0.352160215466758	86.0380756409709	59795800	156.449373312148	4.5	3.2	5.2	12	15.018130255603	124.083240259952	-0.117489522558284	14.8834745460989	70.0983951982982	51.6306121801118	37995529	84.3	16	6	24.3	0	75.3466877907237	15741	1310	14982397	39.432	0.00685494584443161	16327	429.708453328811	4	7	312680	19	156	685	154	33	30	15	14	288	40.1	82	23013132	60.568	-0.198359335986818
"Portugal"	"PRT"	10.2834	52.9028079697624	31.1428437815165	21.7599641882458	6	2.3	780	925	7	9.59	77.43	4	4	23	2830928	4588563	43.2462915294416	5.39292620140232	12410035268.8033	230116912513.587	0.905797853815812	22132.1741434211	1.48714157171119	98	98	99.7	99.8	99.6	100	100	100	25	64.59	34	36.5999984741211	35.2999992370605	70.1999969482422	54.9000015258789	77.1999969482422	66.1999969482422	73.6999969482422	60.2999992370605	48.4313280270347	5377383	91600	0.0126003114892119	7900	10	63991320850	63529541300	3.00996837198949	79.1535916535887	77994507950	77791104900	0.537195866464676	81.6232075397608	11861924	111.796268985318	3	2	3.7	9	20.3677383066488	113.50865720524	-0.574471933978554	14.2312361743888	65.4010255189624	52.5789141926968	10397393	23.4	14	1	31.3	100	82.9305197231382	699	31	3856601	37.092	-2.09949255066272	2733	262.854352047672	3	2	92220	8	113	547	52	1	2.5	15	13	275	42.4	84	6540792	62.908	0.33573644205328
"Qatar"	"QAT"	10.8858	19.6393191779064	1.37724310125359	18.2620760766528	5	5.2	927	1050	5	19.78	65.82	5	7	65	224633	417589	18.4128953629676	0.49516407621892	1040384615.38462	210109065934.066	3.97815647270308	96732.4025450739	0.590015703127349	99	99	98	98	98	100	100	100	29	91.49	30.7999992370605	77	66.1999969482422	51.7000007629395	50.7000007629395	95.9000015258789	95.5	87.1999969482422	86.599998474121	13.5250576264551	1593886	11610	0.0301297307096439	3300	13	134249987287.912	1.31584e+11	0.739643749992022	70.2382374489977	3.66e+10	30354695541	0.000407926638979024	73.7240469873316	3305822	145.764746136982	7	4	8.2	3	1.15116260332909	187.085701981051	3.31278379083863	15.2642761611646	83.5845612355063	26.7645765665392	2172065	0	15	7	0	23.3	53.0890060344916	133	21	18267	0.840999999999994	-7.70948496927769	503	231.576863491654	8	1	11610	4	57	570	90	13	8.5	15	16	41	11.3	74	2153798	99.159	3.41166239449237
"Romania"	"ROM"	35.12	48.1597741833445	25.0800532515129	23.0797209318315	9	2.1	1485	1495	7	7.99	73.59	5	6	37	4008000	4600000	21.2567665833278	1.94138288289155	3864199393.59301	199043652215.454	2.77734439042125	9996.670292743	3.15259973966397	94	89	79	63.3	92.2	100	100	100	81	54.08	25.5	34.2999992370605	30	57.2999992370605	49	72.8000030517578	65.099998474121	65	56.7000007629395	44.9955654751069	9530897	230030	0.042715493091866	2300	31	69737083350	68655707900	0.198072533456453	77.5658617890385	77767865850	77392097700	0.00695393994986648	80.7916002514556	22920000	105.914150019538	10.1	6.5	11.5	57	16.927709635584	86.5582532713124	-0.364449926099552	15.577587400976	67.4947029634399	51.5387688932895	19910995	46.6	15	8	13.5	12.3	75.2688189685269	2182	1921	9080807	45.607	-0.710293541530912	2491	125.106756342413	5	10	238390	14	257	512	182	19	8	13	13	159	43.2	94	10830188	54.393	-0.0735450790254123
"Russian Federation"	"RUS"	24.1302	42.0088763021765	18.789703754891	23.2191725472855	6	1.2	2400.5	2594.5	7	5.03	69.26	9	10	54	24865209	39425947	27.6736134296199	1.23027711505783	22890510447	1860597922763.44	0.640485764962648	12735.9184024927	-1.13939206046742	97	98	72.2	58.7	77	96.9	91.2	98.9	84	70.52	35.2000007629395	43.7000007629395	39.5999984741211	68.8000030517578	57.0999984741211	79	71.8000030517578	73.599998474121	63.7999992370605	48.7796056727448	76754167	16376870	0.0446097444182564	2200	25	4.96661e+11	4.97615e+11	0.21568783919295	66.0505077909629	3.08001e+11	2.85844e+11	0.0520812072319167	58.7412415842208	221030353	155.144239024479	8.5	5.2	9.9	460	13.2313586817099	8.78187156642264	0.217632654954767	16.3505078298607	70.4181334884293	53.5606690495574	143819569	64.6	19	3	13.6	0	79.5264568902037	235750	72777	37502391	26.076	-0.0619262054624751	12141	84.4182755129797	4.4	4	17098250	7	263.5	307	175.2	19	11.2	21.1	19.4	168	48.9	85	106317178	73.924	0.316431187670982
"Rwanda"	"RWA"	27.0462	79.0951462663903	4.91928235259192	74.1758639137984	7	59.8	3245	4990	7	6.25	68.88	7	9	55	13749	49612	0.41001486853483	3.69732647803755	291726096.488204	7890190336.74963	6.96347031963471	695.689258600913	4.47885100393681	99	98	60.8	61.7	58.7	75.5	71.3	86.5	63	10.6	73.6999969482422	70.6999969482422	72.1999969482422	87.9000015258789	86.1999969482422	86.099998474121	85.099998474121	87	85.6999969482422	53.9506737860927	5694092	24670	1.26323274590957	79	304	7.36e+08	452116399.5	0.871864935207019	22.6872021856456	2.457e+09	1521120682	0.930245923941564	37.9585951684239	7747019	64.0246911396805	32.7	19.5	44.3	1100	2.74674241884526	459.730198621808	2.35027091048529	41.4170151788857	55.836242402269	52.1450959410817	11341544	15.7	11	3	63.8	2.4	101.292595174905	73820	79411	8183945	72.159	1.01223629349006	44	3.87954232686484	8	11	26340	25	77	230	34	32	6.5	26	27	119	33	81	3157599	27.841	5.90392899103081
"Sao Tome and Principe"	"STP"	85.168	85.3264112662609	5.90862075824482	79.4177905080161	3	17.5	690	577	0	5.88	45.22	8	6	163	1100	6800	3.43639138476466	8.0311869408088	27098307.1934451	337413478.146682	4.4785541355668	1810.72156651041	2.2604972285877	95	92	34.6	23.3	40.8	97.1	93.6	98.9	97	24.41	27.2999992370605	54.4000015258789	41	48	45.5999984741211	80.4000015258789	78.099998474121	63.7999992370605	61.4000015258789	37.6498837636119	65384	960	0.762872486559022	130	159	17400000	14800415.13	26.1824779821726	73.8175220178274	172097346.132919	118484131.8	20.100478656877	79.899521343123	128500	64.9376901385674	35.5	17.5	49	10	3.18822380354403	194.10625	2.14583747247668	42.8529263397409	53.9588498567151	50.2237820781144	186342	0	15	7	18.2	0	58.3866829257762	0	22	66131	35.489	0.444044406544758	2	10.7329533867834	3	0	960	45	105	1065	89	62	5	26	28	424	38.2	87	120211	64.511	3.09453267396669
"Saudi Arabia"	"SAU"	9.233	46.24036186441	4.08690234373909	42.1534595206709	8	4	1285	1309	8	23.9	62.69	6	8	84	3043973	3922288	13.355003032405	1.07360836354073	8011786666.66667	746248533333.333	3.46770491322015	24160.9585446781	1.17134930232929	98	98	100	100	100	97	97	97	12	63.7	10	27.8999996185303	20.1000003814697	21.5	20.3999996185303	79.9000015258789	78.4000015258789	56.9000015258789	55.2000007629395	15.2319144182879	12134929	2149690	0.0345098291145478	2900	12	3.5351e+11	3.33227e+11	0.0468785371191369	59.7768619359128	1.63e+11	1.70445e+11	1.01564379310288	62.1619584608712	52736089	179.561171569293	12.9	8.2	15	75	2.79464731325567	14.3679065353609	2.24439270805474	28.8247779089568	68.3805747777875	43.4446746957292	30886545	47	13	5	19.9	0	26.0204071702684	534	630	5273569	17.074	1.03931195787099	1417	45.8775819697541	12	2	2149690	3	106	575	61	8	20.5	13	17	64	14.6	84	25612976	82.926	2.49432523223532
"Senegal"	"SEN"	80.2572	87.8090421142461	5.5582044488522	82.2508376653939	7	63.8	1225	1940	0	5.14	46.59	6	6	156	103362	311945	2.14422142824689	2.18840137533732	342650071.8712	15657551477.2003	4.72053961098592	1067.131753327	1.49799297763538	89	80	47.1	33.3	65.1	77.8	66.3	92.8	138	17.7	53.2000007629395	79.099998474121	66.1999969482422	67.4000015258789	66.099998474121	89.599998474121	88.099998474121	78.099998474121	76.599998474121	44.9707202229923	6316988	192530	1.70004574808336	59	323	2811679644.80846	2573248739	9.9202166168826	36.9036499506471	6639239227.26883	6048666586	0.130684687072947	56.9598410329704	14379729	98.8421774805919	42.3	21.5	49.7	1800	2.95949778896753	76.2091985664572	3.12562498146785	43.794929540911	53.2455726701215	50.9294801172011	14672557	0	13	5	43.3	1	75.0283764119901	14274	23118	8305694	56.607	2.57244884694199	52	3.54403121419123	4	6	196710	58	200	740	114	71	6	12	14	620	45.1	66	6366863	43.393	3.85188429535683
"Serbia"	"SRB"	19.3334	49.4900052776512	24.8535645742747	24.6364407033765	4	6.8	1635	1910	7	9.75	65.25	6	7	68	1191078	2856134	37.327829218033	4.55820251131256	1999520402.41831	43866423166.9368	-1.81278184438366	6152.86712579702	-1.33483477501534	93	86	96.5	94.3	98.2	99.2	98.9	99.4	24	53.5	23.6000003814697	34.9000015258789	29.2999992370605	53.9000015258789	44.5999984741211	69.6999969482422	61.0999984741211	61.7000007629395	52.5999984741211	43.7972653089634	3132054	87460	0.0257126011952548	3900	17	14813100000	14806449633	0.0125809498304596	67.7720879665522	20437200000	20453930486	0.0305450778972595	74.7055696041344	9344977	122.132822025314	6	4.3	6.8	15	16.6255679444585	81.5164418019666	-0.48559026852272	16.480327095526	66.8941049600155	51.1820272883221	7129428	100	16	6	34	0	72.9950893419603	43751	45854	3175804	44.545	-0.669489319971143	312	43.7622765809543	6	5	88360	67	264	635	131	54	12	12	15	279	38.6	87	3953624	55.455	-0.337625448249402
"Slovak Republic"	"SVK"	20.4052	39.8990951299884	18.8247662821479	21.0743288478405	3	1.5	1525	1505	6	7.21	74.74	5	5	29	1191216	918662	16.8433454574257	0.0848668163575164	85077801.869095	100248607784.095	2.52193358746744	18501.1528609722	2.42519204165524	97	97	98.8	98.2	99.4	100	100	100	6.7	79.98	24.6000003814697	37.7999992370605	31.3999996185303	62.7000007629395	51.2000007629395	77.6999969482422	68.5	70.1999969482422	59.5	44.7531504396081	2738348	48088	0.00818919795344459	12200	6	86493055300	81915874900	0.0186888072900263	92.3816611766421	82041517500	80728032500	0.0105926030093698	89.9073996384094	6378095	116.940134070288	6.1	4.4	7.5	3	13.4559598706292	112.678963566794	0.0944063525656957	15.0639487163695	71.4800914130013	51.528187796073	5418506	65.7	10	3	18.7	2.8	74.7445266612255	799	319	2505680	46.243	0.50179967814753	1741	321.306278889421	7	7	49036	21	286	705	121	16.5	11.5	16	16	207	51.3	88	2912826	53.757	-0.254719727593182
"Slovenia"	"SVN"	3.9208	47.4945035138889	25.9713796501989	21.52312386369	5	0	745	830	4	7.17	73.69	5	7	35	551087	769682	37.0825287436066	2.08133459073178	1030082473.08332	49491440620.3739	3.04833099044916	23999.1313335321	2.93514971199396	95	94	99.1	99.1	99.1	99.5	99.4	99.7	7.7	71.59	30.7999992370605	37.2000007629395	34.0999984741211	67.4000015258789	52.2000007629395	74.1999969482422	63	70.9000015258789	57.5	46.0695281419435	1012741	20140	0.0141411429923129	7100	9	36110091350	36024176600	0.412863565631088	83.1178695143306	34032848750	34021868100	1.77801876787595	79.0615483574813	2326386	112.083010533862	2.2	1.5	2.7	2	17.6083749421607	102.39414101291	0.109893559871506	14.5925013116703	67.7991237461691	50.4234613768763	2062218	100	12	5	35.6	3.2	82.8571440681579	257	26	1037399	50.305	0.247172625896959	1337	648.331068781283	2	3	20270	10	224.5	1270	38	64.5	6	16	14	245	31	89	1024819	49.695	-0.0288789787434357
"Solomon Islands"	"SLB"	49.4696	76.0439486056071	5.95570679597312	70.088241809634	3	35.5	840	785	0	16.12	57.74	7	5	109	1335	7525	1.31357300585653	1.81508699388356	21022029.9741671	1158183053.76032	1.50742629128797	2024.19041468429	-0.530276245858673	88	93	29.5	15	81.4	80.7	77.2	93.2	86	9	41.5999984741211	55.9000015258789	49	55.5999984741211	53.4000015258789	81.1999969482422	78.9000015258789	68.4000015258789	66.1999969482422	40.1438754249369	227975	27990	0.485369179511063	210	118	453976000	685029167.9	7.07747240074067	23.8831766448866	5.11e+08	529370840.4	11.4485012199639	57.5640047284087	376696	65.7565045865954	24.2	12.5	28.9	20	3.38307953391555	20.4419792783137	2.0278647253953	39.8129230597147	56.8039974063698	49.2333585588924	572171	0	13	10	2	0	67.6806089900567	3	70	447003	78.124	1.44709955760964	2	3.49545852551073	7	10	28900	34	98	455	53	86.5	9	22	20	80	32	70	125168	21.876	4.12988008327211
"South Africa"	"ZAF"	46.5808	52.7981334628713	7.68274052442497	45.1153929384463	8	0.3	1830	2080	7	9.36	64.93	5	6	69	1706313	4302606	8.09680883879887	1.6397875765328	5740650679.04066	350085020840.249	1.5248428155884	6482.82147944259	-0.0627659388316602	70	70	65.8	59.5	69.3	92.8	80.7	99.5	834	49	24.1000003814697	28.7999992370605	26.3999996185303	49.2000007629395	44.7000007629395	64.3000030517578	61	56.5999984741211	52.5	43.8425266147823	19980062	1213090	0.341525550747502	290	140	91046901352.9443	91026345184	6.0123774725726	45.4365689201562	1.2194e+11	1.09364e+11	0.622900911059855	57.1669790156958	79540205	149.681805604295	34.4	11.1	41.4	1600	5.02803328737243	44.5160317865946	1.57611957984501	29.5261410363057	65.4458256763218	50.8537336970924	54001953	55.4	19	7	41.5	0	73.2786897753107	112192	424	19279777	35.702	0.1577350805447	6240	115.551376447441	6	5	1219090	7	141	600	226	23	46	16	21	200	28.9	68	34722176	64.298	2.37246367409991
"South Asia"	"SAS"	34.9430708137259	55.365484632541	8.24545096428629	46.9005190884256	4.5	15.0125	1922.875	2117.75	3.375	8.68796041317976	53.175	8.125	9.375	127.375	20489407	36649258	2.16473768528479	1.52651944032925	39516825939.7235	2588688024254.73	6.88904573332043	1504.15866860507	5.45910055793195	82.70514022445	80.4132090791031	44.37477826977	34.7021232090173	64.4379276337067	92.3196973040886	90.7944801124695	95.3588726736268	183	16.6099246937189	22.5159183808305	55.008381051418	39.4063810533969	32.2931963260843	30.5472046603007	83.2566662682564	80.6290500582571	58.4934657836801	56.1594456579444	26.5385995631607	674338617	4771577	0.528087654655214	190	189	386089490000	385811775204.2	2.45052511877559	62.246150878905	588052220000	599894822764	2.30728101948242	54.7525938832085	1270158089	75.0235947894936	43.3	30.8	54.6	69000	5.31464075055912	360.672581622386	1.3559239248423	30.2299306307419	64.455428618699	48.4388322700683	1721020580	11.3	15	6.375	19.2310715763343	3.1875	38.8556923146323	2057202	3084660	1159890922	67.3955289117391	0.733273975243563	8045	4.67467027355586	8.1125	4.875	5136164	31.25	201.2375	1076.9	145.3625	99.5	16.4375	33.3875	34.3875	301.625	39.05	70	561129658	32.604169977253	2.66769712678257
"Spain"	"ESP"	8.522	49.9575394033335	27.6545563941322	22.3029830092013	5	5.3	1310	1400	7	7.85	73.78	4	4	34	12834057	19089024	40.5576444955363	2.47822118521057	34232712605.4466	1381342101735.68	1.36077061211743	29767.3515599957	1.83135903571787	97	96	99.9	100	99.8	100	100	100	12	76.19	34.7999992370605	38.5	36.7000007629395	68.5	52.5	80.099998474121	65.8000030517578	74.4000015258789	59	45.6450878793906	23306716	500210	0.00682763766918679	14600	5	322750705450	3.16875e+11	4.24758548323471	77.6316849861933	355950186150	3.5518e+11	0.324603975449068	71.1407296863562	50760771	107.849270058927	3.6	2.8	4.2	21	18.4415918160846	92.7702404989904	-0.463196350953176	14.8728647620751	66.6855434218403	50.8850875781425	46404602	15.3	13	5	39.7	50	79.7872303420775	5798	60	9580230	20.645	-1.55194903713355	14699	316.757376779139	7	5	505940	9	205	510	132	12.5	14	10	9	167	58.2	88	36824372	79.355	-0.177992534668797
"Sri Lanka"	"LKA"	15.361	50.8198743457579	13.4305613284952	37.3893130172627	6	20.7	560	690	6	7.8	57.5	7	7	113	567601	2678739	12.4907540063253	1.19792354942157	944246587.37619	78823610056.9296	4.45792640619591	3819.15839221521	3.66838056970352	99	99	95.1	96.7	88.1	95.6	95	98.5	65	25.8	26.3999996185303	48.7000007629395	37.5999984741211	39	35.0999984741211	81.099998474121	76.1999969482422	59.5	54.9000015258789	33.5323556943156	8521823	62710	0.0660515442570832	1500	31	1.12e+10	10911611610	2.92206062246675	73.4707901157744	1.965e+10	20545420515	0.00281351924608791	45.9839248452706	22123000	103.157848107611	8.6	5.6	10	100	8.90503322883257	329.118162972413	0.758721600871981	24.7907087209069	66.3042580502606	51.752580909512	20639000	44.5	12	9	5.8	0	46.0629919683098	511	121996	16857935	81.68	0.734237613532364	236	11.4346625320994	9	3	65610	47	169	1318	104	51	11	16	13	167	55.4	69	3781065	18.32	0.867956830248021
